,Sentence,Source,Side,Readability,split
1156,"To plan the research needed to inform practice, evidence was required to suggest that giving a very small dose of dexamethasone to a baby who is dependent on a ventilator will improve their lungs enough to allow the breathing tube to be removed.",nhir_Efficaacy_and_Mechanism_Evaluation,simple,4.3,train
1157,This trial asked whether or not giving a very small dose of dexamethasone to a baby born at <= 30 weeks' gestation who is' stuck' on a ventilator and at high risk of BPD will help the baby come off the ventilator.,nhir_Efficaacy_and_Mechanism_Evaluation,simple,5.0,train
1158,Babies were allocated randomly to receive dexamethasone or a dummy medicine (i. e. a placebo).,nhir_Efficaacy_and_Mechanism_Evaluation,simple,4.3,train
1159,Their breathing outcomes and side effects were compared.,nhir_Efficaacy_and_Mechanism_Evaluation,simple,3.3,train
1160,A few babies had assessments carried out on very small blood samples or breathing tube fluid samples to help to see what effects the dexamethasone has on the lungs.,nhir_Efficaacy_and_Mechanism_Evaluation,simple,4.0,train
1161,"There were fewer babies suitable to participate in the trial than anticipated, so recruitment was poor.",nhir_Efficaacy_and_Mechanism_Evaluation,simple,4.0,train
1162,The funder decided to stop recruitment.,nhir_Efficaacy_and_Mechanism_Evaluation,simple,3.7,train
1163,The study was not able to answer the research questions.,nhir_Efficaacy_and_Mechanism_Evaluation,simple,3.3,train
1164,The feedback of patient-reported outcome measures (PROMs) data is intended to support the care of individual patients and to act as a quality improvement (QI) strategy.,nhir_Health_Services_and_Delivery_Research,complex,4.3,train
1165,"To (1) identify the ideas and assumptions underlying how individual and aggregated PROMs data are intended to improve patient care, and (2) review the evidence to examine the circumstances in which and processes through which PROMs feedback improves patient care.",nhir_Health_Services_and_Delivery_Research,complex,4.3,train
1166,"Two separate but related realist syntheses: (1) feedback of aggregate PROMs and performance data to improve patient care, and (2) feedback of individual PROMs data to improve patient care.",nhir_Health_Services_and_Delivery_Research,complex,4.3,train
1167,"Aggregate-feedback and public reporting of PROMs, patient experience data and performance data to hospital providers and primary care organisations.",nhir_Health_Services_and_Delivery_Research,complex,4.3,train
1168,"Individual-feedback of PROMs in oncology, palliative care and the care of people with mental health problems in primary and secondary care settings.",nhir_Health_Services_and_Delivery_Research,complex,4.3,train
1169,"Aggregate-providers' responses, attitudes and experiences of using PROMs and performance data to improve patient care.",nhir_Health_Services_and_Delivery_Research,complex,4.0,train
1170,"Individual-providers' and patients' experiences of using PROMs data to raise issues with clinicians, change clinicians' communication practices, change patient management and improve patient well-being.",nhir_Health_Services_and_Delivery_Research,complex,4.3,train
1171,Searches of electronic databases and forwards and backwards citation tracking.,nhir_Health_Services_and_Delivery_Research,complex,4.3,train
1172,"Realist synthesis to identify, test and refine programme theories about when, how and why PROMs feedback leads to improvements in patient care.",nhir_Health_Services_and_Delivery_Research,complex,4.0,train
1173,"Providers were more likely to take steps to improve patient care in response to the feedback and public reporting of aggregate PROMs and performance data if they perceived that these data were credible, were aimed at improving patient care, and were timely and provided a clear indication of the source of the problem.",nhir_Health_Services_and_Delivery_Research,complex,4.7,train
1174,"However, implementing substantial and sustainable improvement to patient care required system-wide approaches.",nhir_Health_Services_and_Delivery_Research,complex,3.7,train
1175,"In the care of individual patients, PROMs function more as a tool to support patients in raising issues with clinicians than they do in substantially changing clinicians' communication practices with patients.",nhir_Health_Services_and_Delivery_Research,complex,4.3,train
1176,"Patients valued both standardised and individualised PROMs as a tool to raise issues, but thought is required as to which patients may benefit and which may not.",nhir_Health_Services_and_Delivery_Research,complex,4.0,train
1177,"In settings such as palliative care and psychotherapy, clinicians viewed individualised PROMs as useful to build rapport and support the therapeutic process.",nhir_Health_Services_and_Delivery_Research,complex,4.3,train
1178,PROMs feedback did not substantially shift clinicians' communication practices or focus discussion on psychosocial issues; this required a shift in clinicians' perceptions of their remit.,nhir_Health_Services_and_Delivery_Research,complex,4.3,train
1179,"There was a paucity of research examining the feedback of aggregate PROMs data to providers, and we drew on evidence from interventions with similar programme theories (other forms of performance data) to test our theories.",nhir_Health_Services_and_Delivery_Research,complex,4.0,train
1180,PROMs data act as' tin openers' rather than' dials'.,nhir_Health_Services_and_Delivery_Research,complex,4.0,train
1181,"Providers need more support and guidance on how to collect their own internal data, how to rule out alternative explanations for their outlier status and how to explore the possible causes of their outlier status.",nhir_Health_Services_and_Delivery_Research,complex,4.0,train
1182,"There is also tension between PROMs as a QI strategy versus their use in the care of individual patients; PROMs that clinicians find useful in assessing patients, such as individualised measures, are not useful as indicators of service quality.",nhir_Health_Services_and_Delivery_Research,complex,4.7,train
1183,"Future research should (1) explore how differently performing providers have responded to aggregate PROMs feedback, and how organisations have collected PROMs data both for individual patient care and to improve service quality; and (2) explore whether or not and how incorporating PROMs into patients' electronic records allows multiple different clinicians to receive PROMs feedback, discuss it with patients and act on the data to improve patient care.",nhir_Health_Services_and_Delivery_Research,complex,4.3,train
1184,"Asking patients to complete questionnaires about the impact of their condition and its treatment on their health (known as patient-reported outcome measures, or PROMs) and giving the results to hospitals and clinicians is thought to help improve patient care.",nhir_Health_Services_and_Delivery_Research,simple,4.0,train
1185,We carried out two literature reviews to explore this.,nhir_Health_Services_and_Delivery_Research,simple,3.7,train
1186,We searched electronic databases and checked the reference lists of existing literature reviews to find relevant papers.,nhir_Health_Services_and_Delivery_Research,simple,3.7,train
1187,We consulted with a patient and a stakeholder group to agree the focus of the two reviews.,nhir_Health_Services_and_Delivery_Research,simple,4.0,train
1188,"We extracted relevant information from these papers and compared the findings across them to see whether or not PROMs feedback worked as expected, and, if not, why not.",nhir_Health_Services_and_Delivery_Research,simple,4.3,train
1189,Patients do not use information on hospital quality to choose a hospital but instead rely on their own experience and that of family and friends.,nhir_Health_Services_and_Delivery_Research,simple,3.3,train
1190,"Hospitals use this information to improve patient care if they trust the accuracy of the results, if they feel that the questionnaires are being collected to improve patient care and if the results tell them what the problems are.",nhir_Health_Services_and_Delivery_Research,simple,4.0,train
1191,"PROMs are useful to enable patients with long-term conditions to raise or share their concerns with doctors, but do not always change what doctors ask patients about during consultations.",nhir_Health_Services_and_Delivery_Research,simple,4.7,train
1192,Doctors have some concerns that PROMs may raise issues that they do not feel trained to address or do not know how to treat.,nhir_Health_Services_and_Delivery_Research,simple,4.0,train
1193,Future work should examine whether or not it is possible to collect PROMs data to support the care of individual patients and to improve the quality of services at the same time.,nhir_Health_Services_and_Delivery_Research,simple,4.0,train
1194,Magnetic resonance enterography and enteric ultrasonography are used to image Crohn's disease patients.,nhir_Health_Technology_Assessment,complex,4.3,train
1195,"Their diagnostic accuracy for presence, extent and activity of enteric Crohn's disease was compared.",nhir_Health_Technology_Assessment,complex,4.0,train
